id,fecha,convocatoria,facultad,carrera,tipo_colegio,estado_pago,concepto,monto,paso_embudo
464,2024-05-23 20:53:09,2024-I,Económicas,Contabilidad,Privado,Observado,Inscripción,201.57,1
3891,2024-05-23 21:00:01,2024-I,Económicas,Economía,Privado,Pendiente,Matrícula,384.52,1
3856,2024-05-24 02:07:41,2024-I,Agronomía,Agronomía,Privado,Validado,Otros,149.43,2
3174,2024-05-24 09:26:14,2024-I,Económicas,Economía,Privado,Pendiente,Inscripción,247.52,1
4810,2024-05-24 10:29:16,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Pendiente,Examen,239.18,1
2252,2024-05-24 12:52:31,2024-I,Económicas,Administración,Estatal,Validado,Inscripción,215.43,3
3878,2024-05-24 15:10:37,2024-I,Agronomía,Agronomía,Estatal,Pendiente,Otros,115.54,1
1409,2024-05-24 17:45:19,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Observado,Inscripción,263.65,1
2957,2024-05-25 11:16:45,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Pendiente,Examen,207.62,1
712,2024-05-25 11:27:38,2024-I,Económicas,Administración,Estatal,Pendiente,Inscripción,223.74,1
925,2024-05-26 01:25:40,2024-I,Otras,Desarrollo Rural,Privado,Validado,Inscripción,207.09,3
2165,2024-05-26 01:41:22,2024-I,Otras,Desarrollo Rural,Privado,Validado,Examen,247.06,2
2465,2024-05-26 07:32:36,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Examen,216.94,2
1884,2024-05-26 09:08:05,2024-I,Económicas,Economía,Estatal,Validado,Inscripción,290.51,3
3525,2024-05-26 10:35:30,2024-I,Zootecnia,Zootecnia,Estatal,Validado,Otros,89.9,2
510,2024-05-26 20:20:26,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,263.64,3
495,2024-05-26 20:29:19,2024-I,Otras,Ing. Mecánica,Estatal,Validado,Inscripción,246.42,2
1001,2024-05-26 21:58:15,2024-I,Otras,Desarrollo Rural,Privado,Validado,Inscripción,272.54,3
1283,2024-05-26 21:58:44,2024-I,Otras,Desarrollo Rural,Privado,Observado,Otros,89.84,1
4880,2024-05-27 01:51:31,2024-I,Zootecnia,Zootecnia,Privado,Validado,Otros,122.44,2
1527,2024-05-27 06:24:12,2024-I,Económicas,Administración,Estatal,Validado,Matrícula,462.62,3
1754,2024-05-27 06:43:57,2024-I,Económicas,Economía,Estatal,Observado,Otros,101.61,1
1437,2024-05-27 17:09:50,2024-I,Económicas,Administración,Estatal,Observado,Inscripción,232.48,1
3289,2024-05-27 21:18:37,2024-I,Zootecnia,Zootecnia,Estatal,Validado,Inscripción,218.39,2
2125,2024-05-28 00:39:26,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Examen,204.01,2
17,2024-05-28 07:05:43,2024-I,Otras,Desarrollo Rural,Privado,Validado,Matrícula,435.58,3
663,2024-05-28 10:14:26,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Inscripción,204.85,2
1175,2024-05-28 22:07:00,2024-I,Otras,Desarrollo Rural,Estatal,Pendiente,Matrícula,422.83,1
3115,2024-05-28 23:24:48,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Pendiente,Inscripción,275.32,1
1950,2024-05-29 04:54:53,2024-I,RRNN,Ing. Conser. Suelos,Estatal,Observado,Inscripción,231.44,1
2945,2024-05-29 05:03:39,2024-I,Agronomía,Agronomía,Estatal,Pendiente,Matrícula,482.06,1
4944,2024-05-29 11:08:59,2024-I,Zootecnia,Zootecnia,Privado,Validado,Matrícula,478.5,3
3561,2024-05-29 18:59:02,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Pendiente,Examen,248.01,1
4180,2024-05-30 06:59:07,2024-I,Agronomía,Agronomía,Estatal,Validado,Inscripción,252.9,3
323,2024-05-30 12:07:59,2024-I,Otras,Desarrollo Rural,Estatal,Validado,Constancias,57.97,2
1999,2024-05-30 17:03:56,2024-I,Zootecnia,Zootecnia,Privado,Validado,Inscripción,217.64,3
1332,2024-05-30 21:09:59,2024-I,Económicas,Administración,Estatal,Pendiente,Inscripción,280.11,1
4438,2024-05-31 03:41:52,2024-I,Agronomía,Agronomía,Estatal,Validado,Matrícula,350.4,3
3103,2024-05-31 10:33:43,2024-I,Otras,Ing. Mecánica,Privado,Validado,Inscripción,236.36,2
3666,2024-05-31 11:36:25,2024-I,Zootecnia,Zootecnia,Estatal,Pendiente,Matrícula,399.79,1
1427,2024-05-31 11:47:43,2024-I,Otras,Desarrollo Rural,Privado,Validado,Matrícula,474.58,3
2866,2024-05-31 12:11:56,2024-I,Económicas,Administración,Privado,Validado,Examen,182.06,2
2312,2024-05-31 13:35:17,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Pendiente,Inscripción,254.06,1
1390,2024-05-31 16:32:05,2024-I,Agronomía,Agronomía,Privado,Observado,Inscripción,285.61,1
3054,2024-06-01 00:02:06,2024-I,RRNN,Ing. RRNN,Estatal,Pendiente,Inscripción,287.46,1
1622,2024-06-01 01:50:32,2024-I,Agronomía,Agronomía,Estatal,Validado,Constancias,62.25,3
4352,2024-06-01 02:18:38,2024-I,RRNN,Ing. Ambiental,Estatal,Validado,Inscripción,218.79,2
2572,2024-06-01 05:05:01,2024-I,Zootecnia,Zootecnia,Privado,Validado,Examen,212.54,3
661,2024-06-01 05:21:18,2024-I,Zootecnia,Zootecnia,Privado,Pendiente,Examen,161.27,1
1374,2024-06-01 07:03:23,2024-I,Otras,Desarrollo Rural,Estatal,Validado,Examen,171.75,3
2735,2024-06-01 15:50:27,2024-I,Zootecnia,Zootecnia,Privado,Validado,Examen,241.49,3
3712,2024-06-01 16:41:41,2024-I,Económicas,Economía,Privado,Validado,Examen,190.9,2
2736,2024-06-01 18:54:06,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,251.58,3
4198,2024-06-02 07:22:51,2024-I,Otras,Ing. Mecánica,Privado,Validado,Matrícula,435.91,3
3334,2024-06-02 11:36:20,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Matrícula,439.14,3
114,2024-06-02 18:04:51,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,225.5,2
533,2024-06-02 21:14:48,2024-I,RRNN,Ing. RRNN,Estatal,Validado,Inscripción,267.16,3
3271,2024-06-03 00:40:35,2024-I,Agronomía,Agronomía,Estatal,Validado,Matrícula,350.78,3
4656,2024-06-03 05:55:34,2024-I,RRNN,Ing. RRNN,Privado,Observado,Examen,233.09,1
4035,2024-06-03 10:02:17,2024-I,Otras,Ing. Mecánica,Estatal,Pendiente,Otros,114.75,1
4312,2024-06-03 12:21:08,2024-I,RRNN,Ing. Ambiental,Estatal,Validado,Matrícula,489.81,3
3368,2024-06-03 13:34:35,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Pendiente,Examen,174.37,1
3777,2024-06-03 16:19:24,2024-I,Económicas,Administración,Privado,Validado,Examen,245.94,3
3898,2024-06-03 22:07:49,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Observado,Matrícula,387.11,1
1585,2024-06-03 22:34:35,2024-I,RRNN,Ing. Ambiental,Estatal,Validado,Inscripción,274.21,3
9,2024-06-03 23:53:16,2024-I,Zootecnia,Zootecnia,Privado,Pendiente,Matrícula,475.28,1
3903,2024-06-04 13:43:38,2024-I,Agronomía,Agronomía,Estatal,Observado,Matrícula,362.17,1
3649,2024-06-04 19:46:02,2024-I,Zootecnia,Zootecnia,Privado,Observado,Inscripción,268.32,1
2179,2024-06-04 20:07:23,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Observado,Inscripción,247.83,1
4062,2024-06-04 20:38:25,2024-I,Otras,Desarrollo Rural,Estatal,Validado,Examen,167.97,3
4114,2024-06-04 22:17:35,2024-I,Otras,Desarrollo Rural,Estatal,Pendiente,Inscripción,254.64,1
3952,2024-06-04 23:31:45,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Inscripción,245.69,2
3262,2024-06-05 02:24:53,2024-I,Agronomía,Agronomía,Privado,Validado,Matrícula,447.21,3
1875,2024-06-05 05:46:03,2024-I,Agronomía,Agronomía,Estatal,Validado,Examen,248.57,2
3528,2024-06-05 07:14:16,2024-I,Económicas,Contabilidad,Privado,Validado,Inscripción,209.02,3
1917,2024-06-05 11:42:40,2024-I,Económicas,Administración,Estatal,Validado,Matrícula,390.07,3
1558,2024-06-05 15:35:30,2024-I,RRNN,Ing. Forestal,Estatal,Validado,Examen,205.59,2
3256,2024-06-05 17:44:58,2024-I,Zootecnia,Zootecnia,Privado,Observado,Examen,158.26,1
3812,2024-06-06 03:49:57,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Examen,216.97,3
4183,2024-06-06 05:13:55,2024-I,Zootecnia,Zootecnia,Estatal,Validado,Examen,161.54,3
472,2024-06-06 09:58:05,2024-I,Agronomía,Agronomía,Estatal,Validado,Examen,217.42,3
1472,2024-06-06 10:08:40,2024-I,Económicas,Economía,Privado,Validado,Examen,152.88,3
4050,2024-06-06 19:27:23,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,297.4,3
2349,2024-06-06 19:41:01,2024-I,RRNN,Ing. Ambiental,Estatal,Observado,Matrícula,472.23,1
3695,2024-06-07 02:30:31,2024-I,Otras,Desarrollo Rural,Estatal,Validado,Inscripción,249.19,3
1914,2024-06-07 10:01:40,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,235.13,2
629,2024-06-07 11:37:07,2024-I,Zootecnia,Zootecnia,Estatal,Validado,Inscripción,241.67,2
1383,2024-06-07 12:52:39,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Inscripción,247.34,2
4764,2024-06-07 13:39:39,2024-I,Agronomía,Agronomía,Privado,Validado,Matrícula,496.66,3
4832,2024-06-07 14:24:05,2024-I,Otras,Desarrollo Rural,Privado,Pendiente,Inscripción,257.37,1
407,2024-06-07 15:04:01,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Examen,200.14,3
2064,2024-06-07 16:31:59,2024-I,Agronomía,Agronomía,Privado,Validado,Examen,171.76,3
3888,2024-06-07 22:51:17,2024-I,Agronomía,Agronomía,Estatal,Validado,Inscripción,217.3,3
2865,2024-06-08 13:30:57,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Pendiente,Inscripción,231.55,1
4051,2024-06-08 13:44:54,2024-I,Zootecnia,Zootecnia,Estatal,Validado,Matrícula,368.33,3
1789,2024-06-08 15:15:27,2024-I,Económicas,Contabilidad,Privado,Validado,Examen,220.54,3
4196,2024-06-08 21:23:54,2024-I,Zootecnia,Zootecnia,Privado,Observado,Examen,182.48,1
3565,2024-06-08 21:59:55,2024-I,Zootecnia,Zootecnia,Estatal,Validado,Inscripción,290.21,3
2023,2024-06-09 10:24:21,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Matrícula,411.5,3
1200,2024-06-09 11:28:04,2024-I,Económicas,Contabilidad,Estatal,Validado,Constancias,60.49,2
3633,2024-06-09 15:44:54,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Pendiente,Inscripción,278.15,1
3945,2024-06-09 17:37:24,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,208.99,3
1508,2024-06-09 19:30:30,2024-I,Económicas,Economía,Estatal,Validado,Inscripción,264.85,3
522,2024-06-10 19:47:56,2024-I,Otras,Desarrollo Rural,Privado,Validado,Inscripción,261.44,3
158,2024-06-10 20:43:19,2024-I,RRNN,Ing. Conser. Suelos,Estatal,Validado,Examen,158.88,3
3718,2024-06-10 23:36:42,2024-I,Agronomía,Agronomía,Privado,Validado,Inscripción,296.53,2
1189,2024-06-11 02:09:48,2024-I,Zootecnia,Zootecnia,Estatal,Validado,Examen,196.25,2
593,2024-06-11 04:17:22,2024-I,Agronomía,Agronomía,Estatal,Validado,Matrícula,465.99,3
2963,2024-06-11 08:13:02,2024-I,Agronomía,Agronomía,Estatal,Validado,Examen,198.73,2
1600,2024-06-11 14:23:08,2024-I,Económicas,Economía,Estatal,Validado,Inscripción,234.25,3
520,2024-06-11 14:24:41,2024-I,Agronomía,Agronomía,Estatal,Validado,Matrícula,364.03,3
1727,2024-06-11 14:27:43,2024-I,RRNN,Ing. RRNN,Estatal,Observado,Matrícula,381.08,1
3559,2024-06-11 16:20:45,2024-I,Otras,Desarrollo Rural,Estatal,Validado,Inscripción,247.71,3
701,2024-06-11 17:47:42,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Examen,247.69,2
4168,2024-06-12 01:32:41,2024-I,Agronomía,Agronomía,Estatal,Validado,Inscripción,206.82,2
4907,2024-06-12 03:39:49,2024-I,Agronomía,Agronomía,Estatal,Observado,Matrícula,486.68,1
848,2024-06-12 06:29:46,2024-I,Otras,Ing. Mecánica,Estatal,Validado,Matrícula,490.53,3
3002,2024-06-12 08:55:15,2024-I,Otras,Ing. Mecánica,Estatal,Validado,Inscripción,203.15,3
4518,2024-06-12 08:55:29,2024-I,RRNN,Ing. RRNN,Estatal,Pendiente,Matrícula,443.75,1
3333,2024-06-12 21:10:39,2024-I,Otras,Desarrollo Rural,Privado,Validado,Inscripción,264.84,3
2780,2024-06-12 23:42:54,2024-I,Económicas,Economía,Privado,Pendiente,Inscripción,290.06,1
3629,2024-06-13 11:00:52,2024-I,RRNN,Ing. Ambiental,Privado,Observado,Examen,150.53,1
130,2024-06-13 11:47:54,2024-I,Agronomía,Agronomía,Estatal,Validado,Matrícula,491.07,3
3004,2024-06-13 12:46:12,2024-I,Económicas,Administración,Estatal,Validado,Examen,203.58,2
4385,2024-06-13 12:56:53,2024-I,Agronomía,Agronomía,Privado,Validado,Examen,240.95,2
512,2024-06-13 15:24:58,2024-I,Agronomía,Agronomía,Estatal,Validado,Matrícula,363.96,3
2488,2024-06-13 21:45:19,2024-I,RRNN,Ing. Conser. Suelos,Estatal,Pendiente,Inscripción,260.54,1
4797,2024-06-14 10:03:47,2024-I,RRNN,Ing. RRNN,Privado,Validado,Matrícula,363.49,3
2206,2024-06-14 12:26:46,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Pendiente,Examen,162.54,1
4444,2024-06-14 12:52:37,2024-I,Otras,Desarrollo Rural,Privado,Validado,Inscripción,269.2,2
4622,2024-06-14 15:10:12,2024-I,RRNN,Ing. Ambiental,Estatal,Validado,Inscripción,291.43,3
3726,2024-06-14 18:46:46,2024-I,RRNN,Ing. Forestal,Privado,Pendiente,Inscripción,218.86,1
4292,2024-06-14 23:14:59,2024-I,Agronomía,Agronomía,Privado,Validado,Inscripción,211.0,3
2611,2024-06-15 00:15:05,2024-I,Zootecnia,Zootecnia,Estatal,Validado,Inscripción,248.8,2
4625,2024-06-15 15:18:54,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,210.95,2
2432,2024-06-15 16:01:49,2024-I,Zootecnia,Zootecnia,Privado,Validado,Examen,237.82,3
3354,2024-06-15 16:43:53,2024-I,Económicas,Contabilidad,Privado,Validado,Examen,164.32,2
1478,2024-06-15 22:08:38,2024-I,Otras,Desarrollo Rural,Estatal,Validado,Matrícula,373.35,3
4099,2024-06-16 00:50:00,2024-I,Agronomía,Agronomía,Privado,Pendiente,Examen,151.01,1
1817,2024-06-16 01:29:35,2024-I,Económicas,Administración,Estatal,Validado,Inscripción,250.1,3
691,2024-06-16 02:47:53,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,262.69,3
2508,2024-06-16 20:29:26,2024-I,Económicas,Contabilidad,Estatal,Validado,Constancias,52.01,2
240,2024-06-16 21:55:15,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,278.61,2
4395,2024-06-17 01:06:10,2024-I,Agronomía,Agronomía,Estatal,Pendiente,Inscripción,279.58,1
1860,2024-06-17 09:29:08,2024-I,Otras,Ing. Mecánica,Estatal,Validado,Inscripción,207.57,2
3889,2024-06-17 09:48:39,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Otros,119.65,2
4458,2024-06-17 11:58:16,2024-I,RRNN,Ing. RRNN,Estatal,Validado,Matrícula,427.08,3
4825,2024-06-17 13:58:00,2024-I,Económicas,Administración,Privado,Validado,Inscripción,236.66,2
4835,2024-06-17 14:25:32,2024-I,Zootecnia,Zootecnia,Estatal,Validado,Inscripción,291.08,3
289,2024-06-17 18:29:14,2024-I,Económicas,Administración,Privado,Observado,Otros,98.93,1
209,2024-06-17 19:06:47,2024-I,Económicas,Administración,Estatal,Validado,Inscripción,214.04,3
2548,2024-06-17 20:12:41,2024-I,Económicas,Administración,Estatal,Validado,Examen,213.39,3
3719,2024-06-17 20:38:40,2024-I,Agronomía,Agronomía,Estatal,Validado,Examen,220.02,3
4948,2024-06-18 01:49:03,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Matrícula,459.83,3
3852,2024-06-18 03:04:44,2024-I,Zootecnia,Zootecnia,Estatal,Validado,Constancias,41.47,3
467,2024-06-18 11:08:01,2024-I,Agronomía,Agronomía,Privado,Validado,Constancias,30.24,3
1319,2024-06-18 16:29:14,2024-I,Económicas,Contabilidad,Estatal,Validado,Examen,236.77,3
3388,2024-06-18 18:22:53,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Examen,204.61,2
2393,2024-06-18 21:05:45,2024-I,RRNN,Ing. Forestal,Estatal,Validado,Inscripción,244.32,3
900,2024-06-18 21:39:46,2024-I,Otras,Desarrollo Rural,Privado,Validado,Otros,123.47,3
4787,2024-06-19 00:34:00,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Inscripción,260.69,3
2810,2024-06-19 09:53:03,2024-I,Zootecnia,Zootecnia,Estatal,Validado,Inscripción,294.36,3
3201,2024-06-19 15:33:59,2024-I,RRNN,Ing. Conser. Suelos,Privado,Validado,Examen,182.54,3
4445,2024-06-19 21:06:47,2024-I,RRNN,Ing. RRNN,Estatal,Observado,Inscripción,272.58,1
978,2024-06-20 01:49:06,2024-I,Zootecnia,Zootecnia,Estatal,Pendiente,Matrícula,472.21,1
4976,2024-06-20 08:27:57,2024-I,Zootecnia,Zootecnia,Privado,Validado,Inscripción,299.63,3
3943,2024-06-20 17:04:41,2024-I,Otras,Desarrollo Rural,Estatal,Validado,Matrícula,367.03,3
2118,2024-06-20 18:08:20,2024-I,Agronomía,Agronomía,Privado,Pendiente,Inscripción,216.64,1
626,2024-06-20 19:57:05,2024-I,Agronomía,Agronomía,Estatal,Validado,Examen,224.59,3
3580,2024-06-21 03:53:33,2024-I,Económicas,Contabilidad,Estatal,Validado,Examen,160.52,3
4962,2024-06-21 03:57:25,2024-I,Zootecnia,Zootecnia,Estatal,Validado,Inscripción,235.39,3
3990,2024-06-21 04:58:05,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Matrícula,403.07,3
4469,2024-06-21 09:40:54,2024-I,Económicas,Contabilidad,Privado,Validado,Matrícula,499.82,3
371,2024-06-22 08:50:38,2024-I,Agronomía,Agronomía,Privado,Validado,Matrícula,423.12,3
2785,2024-06-22 13:44:21,2024-I,Económicas,Administración,Privado,Validado,Inscripción,261.64,2
3728,2024-06-22 17:52:01,2024-I,Otras,Ing. Mecánica,Privado,Validado,Matrícula,470.79,3
4329,2024-06-23 00:55:59,2024-I,Económicas,Economía,Privado,Validado,Inscripción,235.68,2
2238,2024-06-23 11:10:56,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Inscripción,259.2,2
4115,2024-06-23 16:34:34,2024-I,RRNN,Ing. Ambiental,Privado,Pendiente,Inscripción,283.77,1
3140,2024-06-23 17:46:33,2024-I,Agronomía,Agronomía,Estatal,Validado,Examen,214.46,2
3599,2024-06-23 18:27:16,2024-I,Zootecnia,Zootecnia,Estatal,Validado,Otros,121.7,2
2530,2024-06-23 19:50:54,2024-I,Otras,Desarrollo Rural,Estatal,Validado,Inscripción,281.16,2
2803,2024-06-24 07:58:22,2024-I,Económicas,Economía,Estatal,Validado,Examen,245.79,3
4479,2024-06-24 08:03:03,2024-I,Económicas,Contabilidad,Privado,Observado,Inscripción,200.33,1
3956,2024-06-24 11:39:54,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Matrícula,463.18,3
1564,2024-06-24 12:12:42,2024-I,Económicas,Administración,Estatal,Validado,Examen,226.71,3
4684,2024-06-24 12:18:11,2024-I,Zootecnia,Zootecnia,Estatal,Validado,Matrícula,487.92,3
4731,2024-06-24 13:00:25,2024-I,Agronomía,Agronomía,Estatal,Validado,Inscripción,202.36,2
88,2024-06-24 13:55:01,2024-I,RRNN,Ing. Forestal,Estatal,Observado,Inscripción,215.29,1
1438,2024-06-25 00:23:47,2024-I,Otras,Ing. Mecánica,Privado,Pendiente,Inscripción,277.15,1
3467,2024-06-25 03:44:25,2024-I,Zootecnia,Zootecnia,Estatal,Validado,Otros,57.7,3
133,2024-06-25 10:59:39,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Inscripción,239.53,3
4989,2024-06-25 12:07:32,2024-I,Zootecnia,Zootecnia,Estatal,Validado,Inscripción,294.95,2
4314,2024-06-25 17:14:08,2024-I,Agronomía,Agronomía,Estatal,Validado,Examen,232.39,2
1509,2024-06-26 01:32:38,2024-I,Agronomía,Agronomía,Privado,Observado,Inscripción,278.04,1
2946,2024-06-26 08:54:02,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,272.37,3
4644,2024-06-26 12:33:25,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,248.81,3
2851,2024-06-26 13:02:22,2024-I,Agronomía,Agronomía,Estatal,Validado,Inscripción,291.51,3
3225,2024-06-26 13:19:22,2024-I,Zootecnia,Zootecnia,Estatal,Validado,Matrícula,447.62,3
107,2024-06-26 16:03:49,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Observado,Inscripción,252.62,1
242,2024-06-26 18:36:02,2024-I,RRNN,Ing. RRNN,Privado,Validado,Inscripción,203.12,3
4435,2024-06-26 23:24:17,2024-I,RRNN,Ing. Conser. Suelos,Estatal,Validado,Inscripción,215.7,3
2643,2024-06-27 01:15:45,2024-I,Otras,Desarrollo Rural,Estatal,Validado,Examen,192.98,2
4172,2024-06-27 03:25:34,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Examen,222.86,3
3882,2024-06-27 06:16:00,2024-I,Otras,Desarrollo Rural,Estatal,Validado,Inscripción,262.84,2
3704,2024-06-27 06:30:06,2024-I,Agronomía,Agronomía,Estatal,Validado,Matrícula,441.15,3
2452,2024-06-27 07:08:58,2024-I,Agronomía,Agronomía,Estatal,Validado,Inscripción,233.13,2
1208,2024-06-27 09:53:28,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Pendiente,Examen,188.73,1
3908,2024-06-27 14:13:44,2024-I,RRNN,Ing. Conser. Suelos,Privado,Validado,Matrícula,362.39,3
2475,2024-06-27 21:37:59,2024-I,Zootecnia,Zootecnia,Privado,Validado,Matrícula,429.21,3
2524,2024-06-27 23:14:33,2024-I,Agronomía,Agronomía,Estatal,Validado,Examen,222.39,2
3369,2024-06-28 09:41:48,2024-I,Zootecnia,Zootecnia,Privado,Validado,Inscripción,200.52,3
1908,2024-06-28 14:04:44,2024-I,Agronomía,Agronomía,Estatal,Validado,Examen,211.59,3
3860,2024-06-28 17:28:27,2024-I,RRNN,Ing. RRNN,Estatal,Validado,Inscripción,201.41,3
2849,2024-06-29 05:30:25,2024-I,Zootecnia,Zootecnia,Privado,Validado,Inscripción,289.57,2
2149,2024-06-29 15:05:21,2024-I,Agronomía,Agronomía,Privado,Validado,Otros,63.19,2
4013,2024-06-29 15:30:53,2024-I,Económicas,Administración,Estatal,Validado,Inscripción,291.95,3
4770,2024-06-29 21:11:45,2024-I,RRNN,Ing. RRNN,Estatal,Validado,Inscripción,251.8,3
2184,2024-06-29 21:25:47,2024-I,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,228.98,3
3323,2024-06-30 03:11:03,2024-I,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Examen,195.54,2
3542,2024-06-30 06:18:45,2024-I,Agronomía,Agronomía,Privado,Pendiente,Inscripción,278.39,1
141,2024-06-30 07:16:36,2024-I,Económicas,Economía,Estatal,Validado,Otros,78.9,2
3702,2024-06-30 07:27:02,2024-I,Otras,Ing. Mecánica,Estatal,Validado,Examen,154.41,2
1998,2024-06-30 20:35:10,2024-I,Zootecnia,Zootecnia,Estatal,Pendiente,Examen,209.35,1
3601,2024-07-01 02:57:15,2024-II,Zootecnia,Zootecnia,Estatal,Validado,Constancias,75.78,2
3998,2024-07-01 08:56:15,2024-II,Zootecnia,Zootecnia,Privado,Validado,Constancias,35.44,3
2701,2024-07-01 09:51:07,2024-II,Agronomía,Agronomía,Estatal,Validado,Matrícula,381.21,3
4675,2024-07-01 11:40:23,2024-II,Económicas,Contabilidad,Estatal,Validado,Matrícula,484.79,3
796,2024-07-01 13:01:50,2024-II,Económicas,Economía,Estatal,Validado,Matrícula,446.05,3
2424,2024-07-01 13:56:16,2024-II,Otras,Desarrollo Rural,Privado,Validado,Matrícula,350.54,3
4881,2024-07-01 21:14:35,2024-II,Otras,Desarrollo Rural,Estatal,Validado,Examen,188.76,2
4468,2024-07-02 05:47:59,2024-II,Económicas,Economía,Privado,Validado,Matrícula,397.26,3
2262,2024-07-02 10:31:33,2024-II,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Inscripción,267.78,3
3615,2024-07-02 11:57:44,2024-II,Agronomía,Agronomía,Estatal,Validado,Examen,237.58,2
2400,2024-07-02 14:23:31,2024-II,Agronomía,Agronomía,Privado,Validado,Examen,187.8,2
554,2024-07-02 16:26:28,2024-II,Otras,Ing. Mecánica,Estatal,Validado,Examen,213.03,2
4818,2024-07-03 12:48:01,2024-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,279.8,3
868,2024-07-03 14:51:15,2024-II,Económicas,Economía,Estatal,Validado,Inscripción,218.38,3
2336,2024-07-03 15:06:32,2024-II,Otras,Ing. Mecánica,Privado,Pendiente,Inscripción,289.87,1
549,2024-07-03 19:08:34,2024-II,Agronomía,Agronomía,Privado,Validado,Inscripción,292.59,2
3622,2024-07-03 23:34:12,2024-II,Zootecnia,Zootecnia,Estatal,Validado,Inscripción,295.02,3
647,2024-07-04 05:39:55,2024-II,Agronomía,Agronomía,Estatal,Validado,Inscripción,218.97,3
2408,2024-07-04 05:45:39,2024-II,Económicas,Administración,Privado,Validado,Matrícula,390.06,3
1834,2024-07-04 21:40:38,2024-II,Zootecnia,Zootecnia,Privado,Validado,Inscripción,293.55,2
93,2024-07-04 22:01:51,2024-II,Otras,Desarrollo Rural,Estatal,Pendiente,Matrícula,396.02,1
2663,2024-07-05 03:14:34,2024-II,Económicas,Administración,Estatal,Observado,Constancias,57.53,1
2933,2024-07-05 05:51:04,2024-II,Otras,Ing. Mecánica,Privado,Validado,Examen,152.93,3
2754,2024-07-05 08:37:39,2024-II,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Matrícula,362.86,3
3723,2024-07-05 10:19:37,2024-II,Económicas,Economía,Estatal,Validado,Matrícula,359.71,3
3107,2024-07-05 15:17:50,2024-II,Zootecnia,Zootecnia,Privado,Validado,Inscripción,279.59,3
